DocDate,DocRef,AcCode,Customer Name,Postal Code,TelNo,AcCur,AcCurWTaxAmt,HomeWTaxAmt,ProjectCode,Location,Sales Person,SalesPerson Name,Sales contact
20151214,BR_D161000599,K0005USD,Honeyberry Dealer Pte Ltd,601097,99056754,USD,101352.25,141893.15,P5198,3,S088,Ali,85084183
20151214,BR_D161000598  ,G0014USD,Mulberry Trading Pte Ltd,218685,97519444,USD,42900,60060,P5199,2,S093,Lily,85089620
20151214,BR_D161000597,K0020USD,Soursop Parallel Importer Pte Ltd,175575,97700134,USD,89775,125685,P5200,2,S094,John,85084094
20151215,BR_D161000604,E0015USD,Salmonberry Innovation Pte Ltd,136742,95345734,USD,60000,84000,P5201,4,S094,John,85084094
20160115,BR_D161000603 ,C0008USD,Tamarillo Marketing Pte Ltd,584599,96435545,USD,87450,122430,P5202,1,S089,Bala,85084539
20151215,BR_D161000602,G0005USD,Raspberry Trading Pte Ltd,411807,97189210,USD,89775,125685,P5203,2,S090,Charles,85081768
20160117,BR_D161000612,T0015USD,Pineberry Logistics Pte Ltd,497863,98526673,USD,22000,30800,P5204,1,S095,Mary,85095164
20151218,BR_D161000617  ,S0007USD,Nectarine Marketing Pte Ltd,864955,98254166,USD,61937.5,86712.5,P5205,3,S092,Eugiene,85094519
20151221,BR_D161000622,C0008USD,Tamarillo Marketing Pte Ltd,584599,96435545,USD,94050,131670,P5206,2,S089,Bala,85084539
20151221,BR_D161000621 ,A0043USD,Kiwifruit Control Pte Ltd,681722,98282333,USD,0,0,P5207,3,S095,Mary,85095164
20151221,BR_D161000624,B0015USD,Pumpkin Logistics Pte Ltd,747808,98255767,USD,9460,13244,P5208,3,S094,John,85084094
20151222,BR_D161000627,B0016USD,Pineapple Innovation Pte Ltd,113086,95238632,USD,8800,12320,P5209,3,S089,Bala,85084539
20160113,BR_D161000670  ,A0067USD,Huckleberry Specialist Pte Ltd,904727,98930564,USD,87000,121800,P5210,5,S095,Mary,85095164
20160113,BR_D161000674  ,C0009USD,Buddha's hand (fingered citron) Innovation Pte Ltd,117238,96249489,USD,41210,57694,P5211,2,S088,Ali,85084183
20160113,BR_D161000675 ,C0009USD,Buddha's hand (fingered citron) Innovation Pte Ltd,117238,96249489,USD,41210,57694,P5212,5,S092,Eugiene,85094519
20160113,BR_D161000676 ,C0009USD,Buddha's hand (fingered citron) Innovation Pte Ltd,117238,96249489,USD,42120,58968,P5213,1,S089,Bala,85084539
20160111,ICG_B161-0611,S0037USD,Huckleberry Distribution Pte Ltd,374927,95489345,USD,88000,123200,P5214,1,S092,Eugiene,85094519
20160111,ICG_B161-0687,M0009USD,Kiwano (horned melon) Specialist Pte Ltd,135921,99503962,USD,126076.2,176506.68,P5215,3,S090,Charles,85081768
20160111,ICG_B161-0612,R0001USD,Buddha's hand (fingered citron) Innovation Pte Ltd,839317,96715260,USD,435000,609000,P5216,4,S094,John,85084094
20160102,ICG_B161-0613,P0017USD,Jabuticaba Import Pte Ltd,967333,96158910,USD,81500,114100,P5217,1,S092,Eugiene,85094519
20160101,ICG_B161-0615,O0005USD,Eggplant Trading Pte Ltd,286578,95280491,USD,88000,123200,P5218,2,S091,Danny,85088856
20160101,ICG_B161-0617,N008USD,Satsuma Marketing Pte Ltd,596084,98660331,USD,88000,123200,P5219,3,S091,Danny,85088856
20160111,ICG_B161-0622,C0008USD,Tamarillo Marketing Pte Ltd,584599,96435545,USD,89000,124600,P5220,4,S093,Lily,85089620
20160111,ICG_B161-0624,C0008USD,Tamarillo Marketing Pte Ltd,584599,96435545,USD,89000,124600,P5221,5,S088,Ali,85084183
20160111,ICG_B161-0625,S0038USD,Lime Master Pte Ltd,117924,99450026,USD,89000,124600,P5222,2,S095,Mary,85095164
20160111,ICG_B161-0626,A0024USD,Juniper berry Expert Pte Ltd,501067,98382557,USD,89000,124600,P5223,4,S089,Bala,85084539
20160111,ICG_B161-0627,D0011USD,Avocado United Pte Ltd,628070,95482603,USD,89000,124600,P5224,1,S092,Eugiene,85094519
20160111,ICG_B161-0628,K0025USD,Kumquat Marketing Pte Ltd,554400,95794575,USD,89000,124600,P5225,4,S095,Mary,85095164
20151230,ICG_B161-0632,E0016USD,Plantain Import Pte Ltd,799286,97499589,USD,86000,120400,P5226,2,S095,Mary,85095164
20151230,ICG_B161-0646,L0003USD,Pineapple Import & Export Pte Ltd,566999,96107959,USD,68600,96040,P5227,1,S094,John,85084094
20160111,ICG_B161-0689,E0012USD,Jabuticaba Distribution Pte Ltd,296627,98782866,USD,305000,427000,P5228,1,S089,Bala,85084539
20160101,ICG_B161-0609,A0024USD,Juniper berry Expert Pte Ltd,501067,98382557,USD,88000,123200,P5229,1,S092,Eugiene,85094519
20160111,ICG_B161-0608,A0024USD,Juniper berry Expert Pte Ltd,501067,98382557,USD,88000,123200,P5230,5,S092,Eugiene,85094519
20160101,ICG_B161-0607,K0024USD,Durian Specialist Pte Ltd,278263,98522671,USD,88000,123200,P5231,5,S094,John,85084094
20160101,ICG_B161-0606,K0024USD,Durian Specialist Pte Ltd,278263,98522671,USD,88000,123200,P5232,1,S089,Bala,85084539
20160111,ICG_B161-0605,M0018USD,Raspberry Assist Pte Ltd,937063,95566128,USD,88000,123200,P5233,5,S091,Danny,85088856
20160113,BR_D161000671,P0016SGD,Cherry Automation Pte Ltd,931860,99477183,SGD,1190,1190,P5234,1,S094,John,85084094
20160113,BR_D161000672,H0008SGD,Jambul Trading Pte Ltd,614932,96010008,SGD,5229.63,5229.63,P5235,2,S091,Danny,85088856
20160113,BR_D161000669  ,M0009USD,Kiwano (horned melon) Specialist Pte Ltd,135921,99503962,USD,26644,37301.6,P5236,4,S094,John,85084094
20160108,BR_D161000662 ,N0004USD,Cucumber Expert Pte Ltd,671919,97139826,USD,184500,258300,P5237,1,S090,Charles,85081768
20160108,BR_D161000654 ,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,132593.7,187195.79,P5238,1,S092,Eugiene,85094519
20160108,BR_D161000653,F0001USD,Goji berry Automation Pte Ltd,402789,99114441,USD,6941.09,9799.43,P5239,4,S092,Eugiene,85094519
20151221,BR_AVAR030/16,A0043USD,Kiwifruit Control Pte Ltd,681722,98282333,USD,-224704.72,-314586.61,P5240,4,S093,Lily,85089620
20151224,BR_D161000634 ,V0001USD,Cucumber Expert Pte Ltd,883937,97472878,USD,88725,124215,P5241,4,S089,Bala,85084539
20160105,BR_D161000649,S0007USD,Nectarine Marketing Pte Ltd,864955,98254166,USD,104400,188160,P5242,2,S092,Eugiene,85094519
20151230,BD_D161000645,B0015USD,Pumpkin Logistics Pte Ltd,747808,98255767,USD,8800,-12320,P5243,3,S091,Danny,85088856
20151222,BD_D161000626,A0043USD,Kiwifruit Control Pte Ltd,681722,98282333,USD,224704.72,-314586.61,P5244,3,S094,John,85084094
20151221,BD_D161000621,A0043USD,Kiwifruit Control Pte Ltd,681722,98282333,USD,91810.28,-128534.39,P5245,1,S093,Lily,85089620
20151223,BR_DN16100013,A0043USD,Kiwifruit Control Pte Ltd,681722,98282333,USD,-224704.72,-314586.61,P5246,2,S094,John,85084094
20151223,BR_DN16100014,A0043USD,Kiwifruit Control Pte Ltd,681722,98282333,USD,-91810.28,-128534.39,P5247,3,S091,Danny,85088856
20160112,BR_D161000668,C0008USD,Tamarillo Marketing Pte Ltd,584599,96435545,USD,85500,119700,P5248,2,S095,Mary,85095164
20160113,BR_D161000677,K0005USD,Honeyberry Dealer Pte Ltd,601097,99056754,USD,86520.8,121129.12,P5249,5,S093,Lily,85089620
20160113,ICG_B161-0697,P0011SGD,Blackcurrant Trading Pte Ltd,172636,98957861,SGD,1326.8,1326.8,P5250,4,S090,Charles,85081768
20160113,BD_D161000673,G0011USD,Persimmon Relay Pte Ltd,817095,96093740,USD,8800,-12320,P5251,2,S088,Ali,85084183
20160115,BR_D161000681,B0015USD,Pumpkin Logistics Pte Ltd,747808,98255767,USD,82962,116146.8,P5252,2,S095,Mary,85095164
20160115,BD_D161000680,B0015USD,Pumpkin Logistics Pte Ltd,747808,98255767,USD,8650,-12110,P5253,4,S089,Bala,85084539
20160118,BD_D161000682,G0017USD,Olive Marketing Pte Ltd,817068,95647284,USD,17600,-24640,P5254,2,S095,Mary,85095164
20160118,BR_D161000683,T0015USD,Pineberry Logistics Pte Ltd,497863,98526673,USD,66000,92400,P5255,1,S094,John,85084094
20160118,ICG_B161-0725,P0016SGD,Cherry Automation Pte Ltd,931860,99477183,SGD,681.59,681.59,P5256,3,S093,Lily,85089620
20160112,ICG_B161-0696,P0018USD,Tamarillo Innovation Pte Ltd,187328,96382378,USD,1516767.3,2176561.08,P5257,3,S095,Mary,85095164
20151207,ICG_B161-0588,C0018USD,Plantain Dealer Pte Ltd,247216,98601282,USD,247466.35,346452.89,P5258,3,S089,Bala,85084539
20151207,ICG_B161-0592,S0007USD,Nectarine Marketing Pte Ltd,864955,98254166,USD,134400,188160,P5259,2,S092,Eugiene,85094519
20151210,ICG_B161-0593,P0002USD,Clementine Distribution Pte Ltd,538943,97645259,USD,236250,326025,P5260,4,S092,Eugiene,85094519
20160115,BR_D161000687,S0027USD,Marionberry Distribution Pte Ltd,748803,95367608,USD,6500.25,9158.85,P5261,3,S095,Mary,85095164
20160120,BR_D161000690,B0010USD,Blueberry Control Pte Ltd,365024,96207948,USD,90750,127050,P5262,1,S095,Mary,85095164
20160120,BR_D161000691,K0024USD,Durian Specialist Pte Ltd,278263,98522671,USD,88000,123200,P5263,1,S091,Danny,85088856
20160120,BR_D161000692,K0024USD,Durian Specialist Pte Ltd,278263,98522671,USD,88000,123200,P5264,3,S095,Mary,85095164
20160120,BR_D161000693,B0016USD,Pineapple Innovation Pte Ltd,113086,95238632,USD,79200,110880,P5265,4,S093,Lily,85089620
20160120,BR_D161000694,N008USD,Satsuma Marketing Pte Ltd,596084,98660331,USD,88000,123200,P5266,1,S094,John,85084094
20160120,ICG_B161-0683,F0004USD,Mulberry Innovation Pte Ltd,493221,96813015,USD,19470,27258,P5267,3,S089,Bala,85084539
20160118,BR_D161000684,L0003USD,Pineapple Import & Export Pte Ltd,566999,96107959,USD,125579.16,175810.82,P5268,2,S094,John,85084094
20160118,BR_D161000685,L0003USD,Pineapple Import & Export Pte Ltd,566999,96107959,USD,68600,96040,P5269,1,S089,Bala,85084539
20160102,ICG_B161-0679,P0002USD,Clementine Distribution Pte Ltd,538943,97645259,USD,236250,326025,P5270,4,S092,Eugiene,85094519
20160102,ICG_B161-0680,P0002USD,Clementine Distribution Pte Ltd,538943,97645259,USD,236250,326025,P5271,3,S090,Charles,85081768
20160102,ICG_B161-0681,P0002USD,Clementine Distribution Pte Ltd,538943,97645259,USD,236250,326025,P5272,4,S093,Lily,85089620
20160118,ICG_B161-0699,S0023SGD,Grape Relay Pte Ltd,364211,95033313,SGD,35916.05,35916.05,P5273,4,S095,Mary,85095164
20151201,ICG_B161-0547,C0009USD,Buddha's hand (fingered citron) Innovation Pte Ltd,117238,96249489,USD,42120,58968,P5274,3,S095,Mary,85095164
20160119,BR_D161000689,P0002USD,Clementine Distribution Pte Ltd,538943,97645259,USD,708750,978075,P5275,5,S095,Mary,85095164
20160118,BR_D161000686,P0011SGD,Blackcurrant Trading Pte Ltd,172636,98957861,SGD,720.58,720.58,P5276,4,S092,Eugiene,85094519
20160108,BR_D161000660,A0024USD,Juniper berry Expert Pte Ltd,501067,98382557,USD,88000,123200,P5277,3,S090,Charles,85081768
20160112,ICG_B161-0694,P0019USD,Damson Parallel Importer Pte Ltd,390212,96673673,USD,66707.1,93990.3,P5278,2,S094,John,85084094
20160119,BR_D161000688,P0019USD,Damson Parallel Importer Pte Ltd,390212,96673673,USD,66707.1,93990.3,P5279,4,S091,Danny,85088856
20160121,BR_D161000695,E0012USD,Jabuticaba Distribution Pte Ltd,296627,98782866,USD,305000,427000,P5280,2,S088,Ali,85084183
20160121,ICG_B161-0727,M0021USD,Cloudberry Distribution Pte Ltd,388046,99274063,USD,38057.76,54658.55,P5281,2,S093,Lily,85089620
20160122,BR_D161000702,O0005USD,Eggplant Trading Pte Ltd,286578,95280491,USD,88000,123200,P5282,3,S092,Eugiene,85094519
20160125,BR_D161000699,U0003SGD,Jambul Control Pte Ltd,686369,96144182,SGD,6315.08,6315.08,P5283,1,S091,Danny,85088856
20160122,BR_D161000701,S0023SGD,Grape Relay Pte Ltd,364211,95033313,SGD,65715.98,65715.98,P5284,1,S091,Danny,85088856
20151221,ICG_B161-0635,S0026SGD,Jujube Innovation Pte Ltd,442026,94724875,SGD,10369.91,10369.91,P5285,3,S092,Eugiene,85094519
20160122,BR_D161000700,S0026SGD,Jujube Innovation Pte Ltd,442026,94724875,SGD,31919.54,31919.54,P5286,5,S094,John,85084094
20160121,BR_D161000698,P0018USD,Tamarillo Innovation Pte Ltd,187328,96382378,USD,1516767.3,2176561.08,P5287,1,S092,Eugiene,85094519
20151231,ICG_B161-0665,E0011USD,Salal berry Distribution Pte Ltd,105580,94521854,USD,2537.18,3581.99,P5288,1,S092,Eugiene,85094519
20160121,BR_D161000697,E0011USD,Salal berry Distribution Pte Ltd,105580,94521854,USD,2537.18,3581.99,P5289,1,S091,Danny,85088856
20160125,BR_D161000696,H0008SGD,Jambul Trading Pte Ltd,614932,96010008,SGD,8308.55,8308.55,P5290,1,S093,Lily,85089620
20160102,ICG_B161-0614,M0027USD,Miracle fruit Control Pte Ltd,650558,98622063,USD,81500,114100,P5291,4,S088,Ali,85084183
20160125,BR_D161000704,M0027USD,Miracle fruit Control Pte Ltd,650558,98622063,USD,81500,114100,P5292,5,S091,Danny,85088856
20160126,BR_D161000703,C0018USD,Plantain Dealer Pte Ltd,247216,98601282,USD,239750.25,335650.35,P5293,3,S093,Lily,85089620
20160125,BR_D161000705,P0016SGD,Cherry Automation Pte Ltd,931860,99477183,SGD,2157.12,2157.12,P5294,3,S090,Charles,85081768
20151120,ICG_B161-5557,G0002SGD,Akee Export Pte Ltd,688385,95973446,SGD,0,0,P5295,2,S092,Eugiene,85094519
20151120,ICG_B161-5556,A0024USD,Juniper berry Expert Pte Ltd,501067,98382557,USD,0,0,P5296,2,S088,Ali,85084183
20160126,BR_D161000707,F0004USD,Mulberry Innovation Pte Ltd,493221,96813015,USD,19470,27258,P5297,1,S092,Eugiene,85094519
20160122,ICG_B161-0658,N008USD,Satsuma Marketing Pte Ltd,596084,98660331,USD,86500,121100,P5298,5,S095,Mary,85095164
20160122,ICG_B161-0657/A,R0001USD,Buddha's hand (fingered citron) Innovation Pte Ltd,839317,96715260,USD,213750,299250,P5299,1,S089,Bala,85084539
20160122,ICG_B161-0648,B0015USD,Pumpkin Logistics Pte Ltd,747808,98255767,USD,88000,123200,P5300,3,S094,John,85084094
20160122,ICG_B161-0659,C0008USD,Tamarillo Marketing Pte Ltd,584599,96435545,USD,86500,121100,P5301,2,S092,Eugiene,85094519
20160122,ICG_B161-0660,A0062USD,Plumcot (or Pluot) Import Pte Ltd,722385,98741610,USD,86500,121100,P5302,1,S091,Danny,85088856
20160122,ICG_B161-0662,B0015USD,Pumpkin Logistics Pte Ltd,747808,98255767,USD,86500,121100,P5303,4,S090,Charles,85081768
20160122,ICG_B161-0663,C0008USD,Tamarillo Marketing Pte Ltd,584599,96435545,USD,86500,121100,P5304,1,S095,Mary,85095164
20160122,ICG_B161-0664,L0012USD,Pomelo Relay Pte Ltd,140332,95735750,USD,86500,121100,P5305,2,S090,Charles,85081768
20160122,ICG_B161-0666,C0008USD,Tamarillo Marketing Pte Ltd,584599,96435545,USD,86500,121100,P5306,5,S093,Lily,85089620
20160122,ICG_B161-0667,A0057USD,Currant Logistics Pte Ltd,580028,99472893,USD,86500,121100,P5307,2,S091,Danny,85088856
20160122,ICG_B161-0668,A0035USD,Jostaberry Assist Pte Ltd,621373,99412745,USD,86500,121100,P5308,3,S088,Ali,85084183
20160122,ICG_B161-0669,A0035USD,Jostaberry Assist Pte Ltd,621373,99412745,USD,86500,121100,P5309,5,S092,Eugiene,85094519
20160122,ICG_B161-0670,B0017USD,Plum Parallel Importer Pte Ltd,460025,98829608,USD,86500,121100,P5310,3,S094,John,85084094
20160124,ICG_B161-0590,C0009USD,Buddha's hand (fingered citron) Innovation Pte Ltd,117238,96249489,USD,41210,57694,P5311,3,S095,Mary,85095164
20160127,ICG_B161-0738,I0013USD,Olive Automation Pte Ltd,146395,97842499,USD,118800,170121.6,P5312,3,S092,Eugiene,85094519
20160122,ICG_B161-0671,P0017USD,Jabuticaba Import Pte Ltd,967333,96158910,USD,86500,121100,P5313,1,S091,Danny,85088856
20160122,ICG_B161-0672,S0042USD,Japanese plum Relay Pte Ltd,317666,98019245,USD,86500,121100,P5314,3,S090,Charles,85081768
20160122,ICG_B161-0673,A0024USD,Juniper berry Expert Pte Ltd,501067,98382557,USD,86500,121100,P5315,2,S095,Mary,85095164
20160122,ICG_B161-0682,G0011USD,Persimmon Relay Pte Ltd,817095,96093740,USD,88000,123200,P5316,5,S090,Charles,85081768
20160119,ICG_B161-0728,B0004USD,Cranberry Distribution Pte Ltd,178849,95968217,USD,219718.4,315845.2,P5317,5,S089,Bala,85084539
20151217,ICG_B161-0684,H0010USD,Honeydew Distribution Pte Ltd,106054,94510476,USD,155947.68,218326.75,P5318,2,S092,Eugiene,85094519
20160122,ICG_B161-0691/A,A0043USD,Kiwifruit Control Pte Ltd,681722,98282333,USD,213750,299250,P5319,2,S091,Danny,85088856
20160122,ICG_B161-0732,P0016SGD,Cherry Automation Pte Ltd,931860,99477183,SGD,1067.86,1067.86,P5320,2,S088,Ali,85084183
20160122,ICG_B161-0733,D0004USD,Miracle fruit Distribution Pte Ltd,330948,94730825,USD,135000,189000,P5321,4,S092,Eugiene,85094519
20160123,ICG_B161-0731,B0005USD,Chico fruit Import Pte Ltd,884860,98416263,USD,135000,189000,P5322,5,S090,Charles,85081768
20160127,BR_D161000708,H0008SGD,Jambul Trading Pte Ltd,614932,96010008,SGD,2597.69,2597.69,P5323,3,S090,Charles,85081768
20160126,BR_D161000706,D0018USD,Buddha's hand (fingered citron) Master Pte Ltd,490928,97697075,USD,86000,120400,P5324,4,S090,Charles,85081768
20160128,BR_D161000709,A0024USD,Juniper berry Expert Pte Ltd,501067,98382557,USD,263500,368900,P5325,3,S093,Lily,85089620
20160127,ICG_B161-0734,M0022SGD,Jostaberry Logistics Pte Ltd,556372,95130330,SGD,1027.82,1027.82,P5326,5,S095,Mary,85095164
20160128,BR_D161000710,P0017USD,Jabuticaba Import Pte Ltd,967333,96158910,USD,82000,114800,P5327,3,S092,Eugiene,85094519
20160128,BR_D161000711,S0037USD,Huckleberry Distribution Pte Ltd,374927,95489345,USD,88000,123200,P5328,1,S093,Lily,85089620
20160127,ICG_B161-0742,S0021SGD,Star fruit Expert Pte Ltd,810519,98364996,SGD,1698.73,1698.73,P5329,3,S093,Lily,85089620
20160127,ICG_B161-0737,S0023SGD,Grape Relay Pte Ltd,364211,95033313,SGD,35916.05,35916.05,P5330,3,S093,Lily,85089620
20160128,ICG_B161-0743,G0002SGD,Akee Export Pte Ltd,688385,95973446,SGD,7522.96,7522.96,P5331,5,S093,Lily,85089620
20160126,ICG_B161-0735,G0002SGD,Akee Export Pte Ltd,688385,95973446,SGD,11284.43,11284.43,P5332,1,S094,John,85084094
20160126,BR_D161000712,M0021USD,Cloudberry Distribution Pte Ltd,388046,99274063,USD,38057.76,54658.55,P5333,2,S095,Mary,85095164
20160129,BR_D161000713,A0043USD,Kiwifruit Control Pte Ltd,681722,98282333,USD,222500,311500,P5334,1,S091,Danny,85088856
20160129,BR_D161000714,C0008USD,Tamarillo Marketing Pte Ltd,584599,96435545,USD,89000,124600,P5335,5,S093,Lily,85089620
20160129,BR_D161000715,E0016USD,Plantain Import Pte Ltd,799286,97499589,USD,86000,120400,P5336,3,S088,Ali,85084183
20151207,ICG_B161-0520,A0024USD,Juniper berry Expert Pte Ltd,501067,98382557,USD,84500,118300,P5337,3,S090,Charles,85081768
20160201,BR_D161000716,M0018USD,Raspberry Assist Pte Ltd,937063,95566128,USD,88000,123200,P5338,1,S095,Mary,85095164
20160201,BR_D161000717,D0011USD,Avocado United Pte Ltd,628070,95482603,USD,89000,124600,P5339,3,S088,Ali,85084183
20160201,BR_D161000718,K0025USD,Kumquat Marketing Pte Ltd,554400,95794575,USD,89000,124600,P5340,5,S092,Eugiene,85094519
20160129,ICG_B161-0744,W0012SGD,Dragonfruit (or Pitaya) Export Pte Ltd,254291,98143208,SGD,14329.44,14329.44,P5341,5,S090,Charles,85081768
20160127,ICG_B161-0741,S0021SGD,Star fruit Expert Pte Ltd,810519,98364996,SGD,10671.26,10671.26,P5342,5,S090,Charles,85081768
20160201,BR_D161000719,W0012SGD,Dragonfruit (or Pitaya) Export Pte Ltd,254291,98143208,SGD,14329.44,14329.44,P5343,1,S095,Mary,85095164
20160201,ICG_B161-0745,G0001USD,Fig Relay Pte Ltd,661517,96410306,USD,421591.5,606543.69,P5344,5,S090,Charles,85081768
20160202,BR_D161000720,G0001USD,Fig Relay Pte Ltd,661517,96410306,USD,421591.5,606543.69,P5345,1,S093,Lily,85089620
20160129,ICG_B161-0639,R0001USD,Buddha's hand (fingered citron) Innovation Pte Ltd,839317,96715260,USD,440000,616000,P5346,2,S091,Danny,85088856
20160129,ICG_B161-0653,A0024USD,Juniper berry Expert Pte Ltd,501067,98382557,USD,88000,123200,P5347,2,S090,Charles,85081768
20160129,ICG_B161-0657/B,R0001USD,Buddha's hand (fingered citron) Innovation Pte Ltd,839317,96715260,USD,213750,299250,P5348,4,S094,John,85084094
20160202,BR_D161000721,S0003USD,Coconut Logistics Pte Ltd,767961,96621183,USD,123741.68,173238.35,P5349,5,S091,Danny,85088856
20160202,BR_D161000722,R0001USD,Buddha's hand (fingered citron) Innovation Pte Ltd,839317,96715260,USD,435000,609000,P5350,3,S089,Bala,85084539
20160202,BR_D161000723,J0011USD,Squash Dealer Pte Ltd,946627,99276539,USD,89500,125300,P5351,5,S092,Eugiene,85094519
20160202,BR_D161000724,A0068USD,Juniper berry Distribution Pte Ltd,822373,99500676,USD,440000,616000,P5352,2,S090,Charles,85081768
20160202,BR_D161000725,G0016USD,Dragonfruit (or Pitaya) Relay Pte Ltd,807806,96168447,USD,89000,124600,P5353,2,S094,John,85084094
20160202,BR_D161000726,H0010USD,Honeydew Distribution Pte Ltd,106054,94510476,USD,106142.4,148599.36,P5354,3,S091,Danny,85088856
20160129,ICG_B161-0690,A0043USD,Kiwifruit Control Pte Ltd,681722,98282333,USD,427500,598500,P5355,4,S095,Mary,85095164
20160129,ICG_B161-0719,G0017USD,Olive Marketing Pte Ltd,817068,95647284,USD,88000,123200,P5356,3,S092,Eugiene,85094519
20160129,ICG_B161-0718,G0016USD,Dragonfruit (or Pitaya) Relay Pte Ltd,807806,96168447,USD,88000,123200,P5357,2,S088,Ali,85084183
20160129,ICG_B161-0691/B,A0043USD,Kiwifruit Control Pte Ltd,681722,98282333,USD,213750,299250,P5358,3,S089,Bala,85084539
20160129,ICG_B161-0717,C0008USD,Tamarillo Marketing Pte Ltd,584599,96435545,USD,88000,123200,P5359,5,S091,Danny,85088856
20160129,ICG_B161-0715,B0003USD,Plum Marketing Pte Ltd,228009,96634354,USD,88000,123200,P5360,2,S092,Eugiene,85094519
20160129,ICG_B161-0700,C0008USD,Tamarillo Marketing Pte Ltd,584599,96435545,USD,88000,123200,P5361,5,S090,Charles,85081768
20160129,ICG_B161-0714,C0008USD,Tamarillo Marketing Pte Ltd,584599,96435545,USD,88000,123200,P5362,3,S095,Mary,85095164
20160129,ICG_B161-0713,O0005USD,Eggplant Trading Pte Ltd,286578,95280491,USD,88000,123200,P5363,1,S095,Mary,85095164
20160129,ICG_B161-0701,N0006USD,Honeydew Marketing Pte Ltd,996438,97837658,USD,88000,123200,P5364,3,S090,Charles,85081768
